GRUPO FINANCEIRO;Consultor Comercial;Empresa;Tipo;Pagto;Porte Cliente;Cliente (Razão Social);CNPJ;Operadora;Benefício ;Tipo Receita; Premio Bruto ;% Receita para XIPP; Receita Bruta da Corretora XIPP ;  % Impostos retidos; Impostos retidos ; Receita recebida pela Corretora XIPP ;(%) Impostos sobre receita;  Imposto R$  ; Receita Líquida  ;"% 
Comissão"; Comissão a Pagar ;
Omnilink;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2023;Middle;Omnilink;03.585.974/0001-72;Zurich Minas Brasil Seguros;Vida;Comissão; R$ 14,69 ;10,00%; R$ 1,47 ;200,00%; R$ 0,03 ; R$ 1,44 ;14,25%; R$ 0,21 ; R$ 1,23 ;10,00%; R$ 0,13 ;
Omnilink;Marcelo Natal;MNT Barcelos;Consultor Interno;01/11/2023;Middle;Omnilink;03.585.974/0001-72;Zurich Minas Brasil Seguros;Vida;Comissão; R$ 14,66 ;10,00%; R$ 1,47 ;200,00%; R$ 0,03 ; R$ 1,44 ;14,25%; R$ 0,21 ; R$ 1,23 ;10,00%; R$ 0,13 ;
Omnilink;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2023;Middle;Omnilink;03.585.974/0001-72;Zurich Minas Brasil Seguros;Vida;Comissão; R$ 14,66 ;10,00%; R$ 1,47 ;200,00%; R$ 0,03 ; R$ 1,44 ;14,25%; R$ 0,21 ; R$ 1,23 ;10,00%; R$ 0,13 ;
Salvapé;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/04/2022;Middle;Salvapé;60.883.741/0009-47;PRUDENTIAL;VIDA;Comissão; R$ 7,87 ;20,00%; R$ 1,57 ;3,50%; R$ 0,06 ; R$ 1,52 ;14,25%; R$ 0,22 ; R$ 1,30 ;10,00%; R$ 0,13 ;
Salvapé;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/11/2022;Middle;Salvapé Produtos Ortopédicos Ltda.;60.883.741/0009-47;PRUDENTIAL;VIDA;Comissão; R$ 7,87 ;20,00%; R$ 1,57 ;2,00%; R$ 0,03 ; R$ 1,54 ;14,25%; R$ 0,22 ; R$ 1,32 ;10,00%; R$ 0,13 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;Ortobom;37.041.584/0003-15;Metlife Vida;Vida;Comissão; R$ 12,95 ;15,00%; R$ 1,94 ;3,50%; R$ 0,07 ; R$ 1,87 ;14,25%; R$ 0,27 ; R$ 1,61 ;10,00%; R$ 0,16 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;37.041.584/0003-15;Metlife Vida;Vida;Comissão; R$ 12,95 ;15,00%; R$ 1,94 ;3,50%; R$ 0,07 ; R$ 1,87 ;14,25%; R$ 0,27 ; R$ 1,61 ;10,00%; R$ 0,16 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/09/2023;Corporate;Ortobom;37.041.584/0003-15;Metlife Vida;Vida;Comissão; R$ 12,95 ;15,00%; R$ 1,94 ;3,50%; R$ 0,07 ; R$ 1,87 ;14,25%; R$ 0,27 ; R$ 1,61 ;10,00%; R$ 0,16 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;Ortobom;37.041.584/0003-15;Metlife Vida;Vida;Comissão; R$ 12,95 ;15,00%; R$ 1,94 ;3,50%; R$ 0,07 ; R$ 1,87 ;14,25%; R$ 0,27 ; R$ 1,61 ;10,00%; R$ 0,16 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/09/2023;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;150,00%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/10/2023;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;150,00%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/08/2023;Middle;Barkev;60.406.725/0001-06;Amil;Saúde;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;150,00%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/08/2023;Middle;Barkev;60.406.725/0001-06;Amil;Saúde;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;150,00%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/09/2023;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%;-R$ 2,00 ;150,00%;-R$ 3,97 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/10/2023;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%;-R$ 2,00 ;150,00%;-R$ 3,97 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/03/2024;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;1,50%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/01/2024;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;1,50%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/02/2024;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 39,90 ;5,00%; R$ 2,00 ;1,50%; R$ 0,03 ; R$ 1,97 ;14,25%; R$ 0,28 ; R$ 1,69 ;10,00%; R$ 0,17 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Odoncare;Bruno Gass;Monte Bravo;Parceiro;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 1,77 ;50,00%; R$ 0,88 ;
Odoncare;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Small;Odoncare;03.106.048/0001-77;Bradesco;Odonto;Comissão; R$ 106,68 ;2,00%; R$ 2,13 ;3,50%; R$ 0,07 ; R$ 2,06 ;14,25%; R$ 0,29 ; R$ 0,88 ;10,00%; R$ 0,09 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/12/2023;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 53,20 ;5,00%; R$ 2,66 ;1,50%; R$ 0,04 ; R$ 2,62 ;14,25%; R$ 0,37 ; R$ 2,25 ;10,00%; R$ 0,22 ;
Barkev;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/11/2023;Middle;Barkev;60.406.725/0001-06;Amil;Odonto;Comissão; R$ 53,20 ;5,00%; R$ 2,66 ;1,50%; R$ 0,04 ; R$ 2,62 ;14,25%; R$ 0,37 ; R$ 2,25 ;10,00%; R$ 0,22 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 13,93 ;20,00%; R$ 2,79 ;350,00%; R$ 0,10 ; R$ 2,69 ;14,25%; R$ 0,38 ; R$ 2,31 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/10/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 13,93 ;20,00%; R$ 2,79 ;350,00%; R$ 0,10 ; R$ 2,69 ;14,25%; R$ 0,38 ; R$ 2,31 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/09/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 13,93 ;20,00%; R$ 2,79 ;350,00%; R$ 0,10 ; R$ 2,69 ;14,25%; R$ 0,38 ; R$ 2,31 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/08/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 13,93 ;20,00%; R$ 2,79 ;350,00%; R$ 0,10 ; R$ 2,69 ;14,25%; R$ 0,38 ; R$ 2,31 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/12/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 13,93 ;20,00%; R$ 2,79 ;3,50%; R$ 0,10 ; R$ 2,69 ;14,25%; R$ 0,38 ; R$ 2,31 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/11/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão; R$ 13,93 ;0,20%; R$ 2,79 ;3,50%; R$ 0,10 ; R$ 2,69 ;14,25%; R$ 0,38 ; R$ 2,31 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/07/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/05/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/06/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/04/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/03/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/03/2023;Middle;Closeup;02.210.084/0001-13;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Closeup;Mayara Costa;MC Consultoria;Consultor Interno;01/01/2023;Middle;Closeup;53.590.535/0001-26;Prudential;Vida;Comissão ; R$ 13,93 ;20,00%; R$ 2,79 ;2,00%; R$ 0,06 ; R$ 2,73 ;14,25%; R$ 0,39 ; R$ 2,34 ;10,00%; R$ 0,23 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Corporate;Ortobom;43.074.533/0001-20;Metlife Vida;Vida;Comissão; R$ 19,86 ;15,00%; R$ 2,98 ;3,50%; R$ 0,10 ; R$ 2,87 ;14,25%; R$ 0,41 ; R$ 2,47 ;10,00%; R$ 0,25 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;43.074.533/0001-20;Metlife Vida;Vida;Comissão; R$ 19,86 ;15,00%; R$ 2,98 ;3,50%; R$ 0,10 ; R$ 2,87 ;14,25%; R$ 0,41 ; R$ 2,47 ;10,00%; R$ 0,25 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/09/2023;Corporate;Ortobom;43.074.533/0001-20;Metlife Vida;Vida;Comissão; R$ 19,86 ;15,00%; R$ 2,98 ;3,50%; R$ 0,10 ; R$ 2,87 ;14,25%; R$ 0,41 ; R$ 2,47 ;10,00%; R$ 0,25 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Corporate;Ortobom;43.074.533/0001-20;Metlife Vida;Vida;Comissão; R$ 19,86 ;15,00%; R$ 2,98 ;3,50%; R$ 0,10 ; R$ 2,87 ;14,25%; R$ 0,41 ; R$ 2,47 ;10,00%; R$ 0,25 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/08/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0003-02;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/08/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0004-93;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/07/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0003-02;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/07/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0004-93;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/06/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0003-02;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/06/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0004-93;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/05/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0003-02;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/05/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0004-93;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/05/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0003-02;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Stepan Química;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/05/2022;Middle;STEPAN QUIMICA LTDA;01.898.598/0004-93;METLIFE;ODONTO;Comissão; R$ 68,94 ;5,00%; R$ 3,45 ;6,50%; R$ 0,22 ; R$ 3,22 ;14,25%; R$ 0,46 ; R$ 2,76 ;10,00%; R$ 0,28 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/11/2022;Corporate;AP&S Consultoria Empresarial;32.519.257/0001-40;SULAMERICA;ODONTO;Comissão; R$ 77,90 ;5,00%; R$ 3,90 ;3,50%; R$ 0,14 ; R$ 3,76 ;14,25%; R$ 0,54 ; R$ 3,22 ;10,00%; R$ 0,32 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2022;Corporate;AP&S Consultoria Empresarial;32.519.257/0001-40;SULAMERICA;ODONTO;Comissão; R$ 77,90 ;5,00%; R$ 3,90 ;3,50%; R$ 0,14 ; R$ 3,76 ;14,25%; R$ 0,54 ; R$ 3,22 ;10,00%; R$ 0,32 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/09/2022;Corporate;AP&S Consultoria Empresarial;32.519.257/0001-40;SULAMERICA;ODONTO;Comissão; R$ 77,90 ;5,00%; R$ 3,90 ;3,50%; R$ 0,14 ; R$ 3,76 ;14,25%; R$ 0,54 ; R$ 3,22 ;10,00%; R$ 0,32 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/09/2022;Corporate;AP&S Consultoria Empresarial;32.519.257/0001-40;SULAMERICA;ODONTO;Comissão; R$ 77,90 ;5,00%; R$ 3,90 ;3,50%; R$ 0,14 ; R$ 3,76 ;14,25%; R$ 0,54 ; R$ 3,22 ;10,00%; R$ 0,32 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/09/2022;Corporate;AP&S Consultoria Empresarial;32.519.257/0001-40;SULAMERICA;ODONTO;Comissão; R$ 77,90 ;5,00%; R$ 3,90 ;3,50%; R$ 0,14 ; R$ 3,76 ;14,25%; R$ 0,54 ; R$ 3,22 ;10,00%; R$ 0,32 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/10/2023;Middle;Nova Engevix;00.103.582/0001-31;Sul América Companhia de Seguro Saúde;Odonto;Comissão; R$ 43,10 ;10,00%; R$ 4,31 ;351,00%; R$ 0,15 ; R$ 4,16 ;14,25%; R$ 0,59 ; R$ 3,57 ;10,00%; R$ 0,36 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/09/2023;Corporate;Ortobom;02.748.305/0006-16;Metlife Vida;Vida;Comissão; R$ 37,07 ;15,00%; R$ 5,56 ;3,50%; R$ 0,19 ; R$ 5,37 ;14,25%; R$ 0,76 ; R$ 4,60 ;10,00%; R$ 0,46 ;
Master Fórmula;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Master Fórmula;27.945.133/0001-97;Metlife;Vida;Comissão; R$ 116,94 ;4,90%; R$ 5,73 ;3,50%; R$ 0,20 ; R$ 5,53 ;14,25%; R$ 0,79 ; R$ 4,74 ;10,00%; R$ 0,47 ;
Master Fórmula;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Master Fórmula;27.945.133/0001-97;Metlife;Vida;Comissão; R$ 116,94 ;4,90%; R$ 5,73 ;3,50%; R$ 0,20 ; R$ 5,53 ;14,25%; R$ 0,79 ; R$ 4,74 ;10,00%; R$ 0,47 ;
Master Fórmula;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Master Fórmula;27.945.133/0001-97;Metlife;Vida;Comissão; R$ 116,94 ;4,90%; R$ 5,73 ;3,50%; R$ 0,20 ; R$ 5,53 ;14,25%; R$ 0,79 ; R$ 4,74 ;10,00%; R$ 0,47 ;
Master Fórmula;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Master Fórmula;27.945.133/0001-97;Metlife;Vida;Comissão; R$ 116,94 ;4,90%; R$ 5,73 ;3,50%; R$ 0,20 ; R$ 5,53 ;14,25%; R$ 0,79 ; R$ 4,74 ;10,00%; R$ 0,47 ;
Master Fórmula;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/01/2024;Middle;Master Fórmula;27.945.133/0001-97;Metlife;Vida;Comissão; R$ 116,94 ;4,90%; R$ 5,73 ;3,50%; R$ 0,20 ; R$ 5,53 ;14,25%; R$ 0,79 ; R$ 4,74 ;10,00%; R$ 0,47 ;
Master Fórmula;Juliana Boldrini;Juliana Boldrini;Consultor Interno;01/12/2023;Middle;Master Fórmula;27.945.133/0001-97;Metlife;Vida;Comissão; R$ 116,94 ;4,90%; R$ 5,73 ;3,50%; R$ 0,20 ; R$ 5,53 ;14,25%; R$ 0,79 ; R$ 4,74 ;10,00%; R$ 0,47 ;
Ribeiro Caram;Nadjair;DCG;Parceiro;01/05/2023;Small;Larissa Francielle Petri de Freitas 46103118875;"	45.725.577/0001-07";AMIL;SAÚDE;Comissão; R$ 287,71 ;2,00%; R$ 5,75 ;3,50%; R$ 0,20 ; R$ 5,55 ;14,25%; R$ 0,79 ; R$ 4,76 ;30,00%; R$ 1,43 ;
Ribeiro Caram;Nadjair;DCG;Parceiro;01/05/2023;Small;Gabriel Venancio Longo 40966236874;39.370.987/0001-71;AMIL;SAÚDE;Comissão; R$ 287,71 ;2,00%; R$ 5,75 ;3,50%; R$ 0,20 ; R$ 5,55 ;14,25%; R$ 0,79 ; R$ 4,76 ;30,00%; R$ 1,43 ;
Ribeiro Caram;Nadjair;DCG;Parceiro;01/04/2023;Small;Larissa Francielle Petri de Freitas 46103118875;"	45.725.577/0001-07";AMIL;SAÚDE;Comissão; R$ 287,71 ;2,00%; R$ 5,75 ;3,50%; R$ 0,20 ; R$ 5,55 ;14,25%; R$ 0,79 ; R$ 4,76 ;30,00%; R$ 1,43 ;
Ribeiro Caram;Nadjair;DCG;Parceiro;01/04/2023;Small;Gabriel Venancio Longo 40966236874;39.370.987/0001-71;AMIL;SAÚDE;Comissão; R$ 287,71 ;2,00%; R$ 5,75 ;3,50%; R$ 0,20 ; R$ 5,55 ;14,25%; R$ 0,79 ; R$ 4,76 ;30,00%; R$ 1,43 ;
Ribeiro Caram;Nadjair;DCG;Parceiro;01/03/2023;Small;Larissa Francielle Petri de Freitas 46103118875;"	45.725.577/0001-07";AMIL;SAÚDE;Comissão; R$ 287,71 ;2,00%; R$ 5,75 ;3,50%; R$ 0,20 ; R$ 5,55 ;14,25%; R$ 0,79 ; R$ 4,76 ;30,00%; R$ 1,43 ;
Ribeiro Caram;Nadjair;DCG;Parceiro;01/03/2023;Small;Gabriel Venancio Longo 40966236874;39.370.987/0001-71;AMIL;SAÚDE;Comissão; R$ 287,71 ;2,00%; R$ 5,75 ;3,50%; R$ 0,20 ; R$ 5,55 ;14,25%; R$ 0,79 ; R$ 4,76 ;30,00%; R$ 1,43 ;
Ortobom;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Corporate;Ortobom;02.748.305/0006-16;Metlife Vida;Vida;Comissão; R$ 38,48 ;15,00%; R$ 5,77 ;3,50%; R$ 0,20 ; R$ 5,57 ;14,25%; R$ 0,79 ; R$ 4,78 ;10,00%; R$ 0,48 ;
